county_name,district_name,school_name,street_address,city,state,zipcode,zipcode_extn,county_district_school_code
Camden,Camden City School District,Woodrow Wilson High School,3100 Federal Street,CAMDEN,NJ,08105,,07-0680-040
Bergen,Oradell Public School District,Oradell Public School,350 PROPECT AVENUE,ORADELL,NJ,07649,,03-3870-050
Passaic,Wayne Township Public School District,Schuyler Colfax Middle School,1500 HAMBURG TURNPIKE,WAYNE,NJ,07470,4024,31-5570-145
Monmouth,Freehold Township School District,Marshall W. Errickson School,271 ELTON  ADELPHIA ROAD,FREEHOLD,NJ,07728,3127,25-1660-025
Union,Elizabeth Public Schools,Nicholas Murray Butler Academy School No. 23,631-657 Westminstrer Avenue,ELIZABETH,NJ,07208,2126,39-1320-260
Morris,Wharton Borough School District,Alfred C. MacKinnon Middle School,137 East Central Avenue,Wharton,NJ,07885,2431,27-5770-030
Morris,Montville Township School District,William Mason School,5 SHAWNEE TRAIL,MONTVILLE,NJ,07045,9739,27-3340-065
Middlesex,Piscataway Township School District,Arbor Elementary School,1717 LESTER PLACE,PISCATAWAY,NJ,08854,,23-4130-060
Union,Berkeley Heights School District,Columbia Middle School,345 PLAINFIELD AVE,BERKELEY HTS,NJ,07922,1436,39-0310-030
Middlesex,Piscataway Township School District,Conackamack Middle School,5205 WITHERSPOON STREET,PISCATAWAY,NJ,08854,,23-4130-053
Middlesex,Woodbridge Township School District,Matthew Jago Elementary School,99 CENTRAL AVENUE,SEWAREN,NJ,07077,,23-5850-150
Monmouth,Neptune Township School District,Summerfield Elementary School,1 Summerfield La,NEPTUNE,NJ,07753,3598,25-3510-100
Middlesex,Edison Township School District,John Adams Middle School,1081 NEW DOVER ROAD,EDISON,NJ,08820,,23-1290-055
Hudson,Kearny,Roosevelt Elementary School,733 KEARNY AVE,KEARNY,NJ,07032,3005,17-2410-100
Essex,Newark Public School District,Fourteenth Avenue School,186  14TH AVE,NEWARK,NJ,07103,2128,13-3570-420
Union,Elizabeth Public Schools,Winfield Scott School No. 2,125 MADISON AVE,ELIZABETH,NJ,07201,2420,39-1320-100
Passaic,Passaic City School District,Ellen Ochoa School Number 22,95 Dayton Ave,Passaic,NJ,07055,,31-3970-305
Bergen,Mahwah Township Public School District,Joyce Kilmer School,80 RIDGE ROAD,MAHWAH,NJ,07430,,03-2900-075
Monmouth,Brielle Boro School District,Brielle Elementary School,605 UNION LANE,BRIELLE,NJ,08730,1439,25-0560-020
Passaic,Paterson Public School District,School 21,322 TENTH AVENUE,PATERSON,NJ,07514,,31-4010-250
Hudson,Union City School District,Veterans' Memorial Elementary School,1401 CENTRAL AVENUE,UNION CITY,NJ,07087,,17-5240-118
Somerset,Bridgewater-Raritan Regional School District,Hamilton Primary School,9 Hamilton Lane,Basking Ridge,NJ,07920,,35-0555-063
Cumberland,Commercial Township School District,Port Norris Middle School,6812 BROWN STREET,PORT NORRIS,NJ,08349,9620,11-0950-050
Cape May,Cape May County Special Services School District,Cape May County High School,148 CREST HAVEN ROAD,CAPE MAY COURT HOUSE,NJ,08210,,09-0715-020
Atlantic,Mullica Township School District,Mullica Township Primary School,500 ELWOOD ROAD,ELWOOD,NJ,08217,0318,01-3480-020
Bergen,Bergenfield Borough School District,Roy W. Brown Middle School,130 S WASHINGTON AVE,BERGENFIELD,NJ,07621,2902,03-0300-075
Bergen,Wyckoff Township Public School District,Dwight D. Eisenhower Middle School,344 CALVIN CT,WYCKOFF,NJ,07481,2227,03-5920-025
Morris,Jefferson Township Public School District,Arthur Stanlick Elementary School,121 B  SHAWNEE TRAIL,LK SHAWNEE JEFFERSON TWSP,NJ,07885,,27-2380-028
Passaic,Paterson Public School District,"School of Business, Technology, Marketing and Finance",61-127 PREAKNESS AVENUE,PATERSON,NJ,07502,,31-4010-306
Passaic,West Milford Township Public School District,Apshawa Elementary School,140 HIGH CREST DRIVE,WEST MILFORD,NJ,07480,3708,31-5650-042
Cape May,West Cape May Elementary School District,West Cape May Elementary School,301 Moore Street,West Cape May,NJ,08204,1199,09-5610-050
Essex,Irvington Public School District,Grove Street Elementary School,602 GROVE STREET,IRVINGTON,NJ,07111,4531,13-2330-110
Burlington,North Hanover Township School District,Clarence B. Lamb Elementary School,46 SCHOOLHOUSE ROAD,WRIGHTSTOWN,NJ,08562,,05-3650-040
Ocean,Lakewood Township School District,Clifton Ave Grade School,625 CLIFTON AVENUE,LAKEWOOD,NJ,08701,,29-2520-070
Mercer,Hopewell Valley Regional School District,Timberlane Middle School,51 S  TIMBERLANE DRIVE,PENNINGTON,NJ,08534,1614,21-2280-075
Union,Elizabeth Public Schools,Victor Mravlag School No. 21,132 Shelley Avenue,ELIZABETH,NJ,07208,,39-1320-240
Cumberland,Lawrence Township School District,Myron L. Powell Elementary School,225 MAIN STREET,CEDARVILLE,NJ,08311,,11-2570-030
Essex,Caldwell-West Caldwell School District,Wilson Elementary School,71 ORTON RD,WEST CALDWELL,NJ,07006,,13-0660-120
Middlesex,Piscataway Township School District,Martin Luther King Elementary School,5205 LUDLOW STREET,PISCATAWAY,NJ,08854,,23-4130-105
Bergen,Paramus Public School District,Ridge Ranch Elementary School,345 LOCKWOOD DRIVE,PARAMUS,NJ,07652,,03-3930-110
Morris,Educational Services Commission of Morris County,Park Lake School,72 ACADEMY STREET,ROCKAWAY,NJ,07866,,27-3364-080
Bergen,Saddle River School District,Wandell School,97 E ALLENDALE RD,SADDLE RIVER,NJ,07458,3023,03-4620-050
Middlesex,New Brunswick School District,Livingston Elementary School,206 DELAVAN STREET,NEW BRUNSWICK,NJ,08901,3035,23-3530-090
Essex,Irvington Public School District,Mt. Vernon Avenue Elementary School,54 MT   VERNON AVENUE,IRVINGTON,NJ,07111,,13-2330-131
Somerset,Bernards Township School District,Ridge High School,268 South Finley Avenue,Basking Ridge,NJ,07920,9439,35-0350-050
Union,Summit Public School District,Jefferson Elementary School,110 ASHWOOD AVENUE,SUMMIT,NJ,07901,3823,39-5090-090
Ocean,Brick Township Public School District,Lake Riviera Middle School,171 BEAVERSON BOULEVARD,BRICK,NJ,08723,,29-0530-043
Bergen,Lodi School District,Hilltop School,200 KIPP AVENUE,LODI,NJ,07644,,03-2740-065
Bergen,Ridgewood Public School District,Benjamin Franklin Middle School,335 NORTH VAN DIEN AVE,RIDGEWOOD,NJ,07451,,03-4390-060
Morris,Mount Olive Township School District,Mount Olive Middle School,160 WOLFE ROAD,BUDD LAKE,NJ,07828,,27-3450-040
Union,Westfield Public School District,Thomas Edison Intermediate School,800 Rahway Avenue,Westfield,NJ,07090,,39-5730-070
Union,Hillside Public School District,Hillside High School,1085 LIBERTY AVE,HILLSIDE,NJ,07205,2526,39-2190-050
Hunterdon,Flemington-Raritan Regional School District,J.P. Case Middle School,301 CASE BOULEVARD,FLEMINGTON,NJ,08822,,19-1510-045
Monmouth,Howell Township Public School District,Adelphia Elementary School,495 ADELPHIA ROAD,FREEHOLD,NJ,07728,,25-2290-003
Middlesex,Middlesex Borough School District,Von E. Mauger Middle School,FISHER AVENUE,MIDDLESEX,NJ,08846,,23-3140-085
Gloucester,Deptford Township Public School District,Oak Valley Elementary School,525 COLLEGE BLVD,WENONAH,NJ,08090,,15-1100-120
Middlesex,Woodbridge Township School District,Colonia High School,EAST STREET,COLONIA,NJ,07067,,23-5850-020
Bergen,Pascack Valley Regional High School District,Pascack Hills High School,225 West Grand Avenue,Montvale,NJ,07645,,03-3960-040
Atlantic,Atlantic City School District,New York Avenue School,411 N New York Avenue,Atlantic City,NJ,08401,,01-0110-070
Union,Roselle Public Schools,Leonard V Moore Middle School,720 LOCUST ST,ROSELLE,NJ,07203,1919,39-4540-040
Burlington,Burlington City Public School District,Samuel Smith Elementary School,250 FARNER AVENUE,BURLINGTON,NJ,08016,,05-0600-080
Monmouth,Manalapan-Englishtown Regional Schools School District,Pine Brook School,155 PEASE ROAD,Manalapan,NJ,07726,3598,25-2920-075
Bergen,Moonachie School District,Robert L. Craig School,20 WEST PARK STREET,MOONACHIE,NJ,07074,1115,03-3350-060
Passaic,Paterson Public School District,School 5,430 TOTOWA AVENUE,PATERSON,NJ,07502,2135,31-4010-090
Sussex,Newton Public School District,Halsted Middle School,59 HALSTED STREET,NEWTON,NJ,07860,,37-3590-060
Monmouth,Wall Township Public School District,West Belmar Elementary School,925 17TH AVENUE,WALL,NJ,07719,1199,25-5420-080
Cumberland,Hopewell Township School District,Hopewell Crest,122 SEWALL ROAD,BRIDGETON,NJ,08302,8503,11-2270-060
Salem,Penns Grove-Carneys Point Regional School District,Field Street School,144 FIELD STREET,CARNEYS POINT,NJ,08069,1369,33-4070-090
Gloucester,Monroe Township Public School District,Oak Knoll Elementary School,23 BODINE AVENUE,WILLIAMSTOWN,NJ,08094,,15-3280-090
Bergen,Franklin Lakes School District,Woodside Avenue School,305 Woodside Avenue,Franklin Lakes,NJ,07417,2030,03-1580-030
Salem,Quinton Township School District,Quinton Township School,8 ROBINSON STREET,QUINTON,NJ,08072,0365,33-4280-050
Bergen,Fair Lawn Public School District,Fair Lawn High School,14  00 BERDAN AVENUE,FAIR LAWN,NJ,07410,,03-1450-050
Monmouth,Rumson Borough School District,Forrestdale School,60 FORREST AVENUE,RUMSON,NJ,07760,1681,25-4570-050
Passaic,Paterson Public School District,School 26,1 EAST 32ND STREET,PATERSON,NJ,07514,,31-4010-290
Passaic,Paterson Public School District,School 15,98 OAK STREET,PATERSON,NJ,07501,,31-4010-190
Passaic,West Milford Township Public School District,Maple Road Elementary School,36 MAPLE ROAD,WEST MILFORD,NJ,07480,2706,31-5650-060
Essex,Millburn Township School District,Wyoming School,55 MYRTLE AVE,MILLBURN,NJ,07041,,13-3190-120
Essex,ORANGE BOARD OF EDUCATION School District,Orange High School,400 LINCOLN AVE,ORANGE,NJ,07050,2208,13-3880-050
Cape May,Wildwood Crest Borough School District,Crest Memorial School,9100 PACIFIC AVE,WILDWOOD CREST,NJ,08260,3433,09-5800-030
Charters,Princeton Charter School,Princeton Charter School,100 Bunn Drive,PRINCETON,NJ,08540,2821,80-7540-930
Bergen,Lyndhurst School District,Community,862 Valley Brook Avenue,Lyndhurst,NJ,07071,2252,03-2860-301
Camden,Cherry Hill School District,Thomas Paine Elementary School,4001 Church Rd.,CHERRY HILL,NJ,08034,1199,07-0800-115
Essex,Montclair Public School District,Montclair High School,100 CHESTNUT ST,MONTCLAIR,NJ,07042,2908,13-3310-050
Union,Westfield Public School District,Franklin Elementary School,700 Prospect Street,Westfield,NJ,07090,3907,39-5730-100
Hudson,Union City School District,Emerson Middle School,318 - 18th Street,UNION CITY,NJ,07087,,17-5240-105
Essex,Newark Public School District,American History High School,74 Montgomery St,NEWARK,NJ,07103,,13-3570-087
Essex,Newark Public School District,South Street Elementary School,44-48 Hermon Street,NEWARK,NJ,07105,,13-3570-640
Middlesex,Piscataway Township School District,Dwight D. Eisenhower Elementary School,360 STELTON ROAD,PISCATAWAY,NJ,08854,,23-4130-065
Hudson,Weehawken Public School District,Daniel Webster School,2700  PALISADE AVE,WEEHAWKEN,NJ,07086,,17-5580-070
Somerset,Franklin Township Public Schools,MacAfee Road School,53 Macafee Road,Somerset,NJ,08873,2949,35-1610-115
Somerset,Bound Brook School District,Community Middle School,120 East Second Street,Bound Brook,NJ,08805,,35-0490-302
Union,Linden Public School District,Number 9,1401 Deerfield Terrace,LINDEN,NJ,07036,,39-2660-160
Bergen,Englewood Cliffs School District,North Cliff School,700 FLOYD ST,ENGLEWOOD CLIFFS,NJ,07632,,03-1380-040
Cumberland,Vineland Public School District,John H. Winslow Elementary School,1335 MAGNOLIA RD,VINELAND,NJ,08360,6578,11-5390-115
Passaic,Passaic City School District,"Martin Luther King, Jr. School No. 6",85 Hamilton Ave.,Passaic,NJ,07055,5215,31-3970-100
Passaic,Prospect Park Public School District,Prospect Park School No. 1,94 BROWN AVENUE,PROSPECT PARK,NJ,07508,2018,31-4270-010
Essex,Newark Public School District,Early Childhood School - Central,70 Montgomery Street,Newark,NJ,07103,,13-3570-314
Burlington,Lenape Regional High School District,Lenape High School,235 HARTFORD ROAD,MEDFORD,NJ,08055,,05-2610-050
Charters,Empowerment Academy Charter School,Empowerment Academy Charter School,240 Ege Avenue,Jersey City,NJ,07304,,80-6103-994
Charters,Jersey City Golden Door Charter School,Jersey City Golden Door Charter School,3044 Kennedy Blvd,JERSEY CITY,NJ,07306,,80-6915-950
Hudson,Union City School District,Robert Waters Elementary School,2800 SUMMIT AVE,UNION CITY,NJ,07087,2323,17-5240-130
Essex,Newark Public School District,Belmont Runyon Elementary School,1 BELMONT RUNYON WAY,NEWARK,NJ,07108,2406,13-3570-225
Middlesex,Carteret Public School District,Columbus Elementary School,1 CARTERET AVENUE,CARTERET,NJ,07008,,23-0750-050
Mercer,Ewing Township School District,Parkway Elementary School,446 PARKWAY AVENUE,EWING,NJ,08618,2605,21-1430-130
Camden,Magnolia School District,Magnolia,420 NORTH WARWICK RD,MAGNOLIA,NJ,08049,1320,07-2890-050
Morris,Rockaway Borough School District,Thomas Jefferson Middle School,95 EAST MAIN STREET,ROCKAWAY,NJ,07866,3517,27-4480-050
Camden,Camden City School District,Riletta Twyne Cream Family School,1875 Mulford Street,CAMDEN,NJ,08104,,07-0680-175
Somerset,Franklin Township Public Schools,Franklin Middle School at Sampson G. Smith Campus,1649 Amwell Road,Somerset,NJ,08873,,35-1610-150
Middlesex,Carteret Public School District,Nathan Hale Elementary School,678 ROOSEVELT AVENUE,CARTERET,NJ,07008,,23-0750-060
Union,Summit Public School District,Brayton Elementary School,89 TULIP STREET,SUMMIT,NJ,07901,3410,39-5090-070
Bergen,Wyckoff Township Public School District,Abraham Lincoln Elementary School,325 MASON AVE,WYCKOFF,NJ,07481,2822,03-5920-010
Monmouth,Hazlet Township Public School District,Hazlet Middle School,1639 UNION AVENUE,HAZLET,NJ,07730,2497,25-2105-105
Essex,Belleville Public School District,Belleville PS4,30 Magnolia Street,BELLEVILLE,NJ,07109,3210,13-0250-055
Atlantic,Galloway Township Public Schools,Reeds Road Elementary School,103 SOUTH REEDS ROAD,GALLOWAY,NJ,08205,,01-1690-045
Camden,Collingswood Public School District,Collingswood Pre Sch Penguins Childhood Center,201 Dayton Avenue,Collingswood,NJ,08108,,07-0940-301
Cumberland,Vineland Public School District,Veterans Memorial Middle,424 S MAIN RD,VINELAND,NJ,08360,7843,11-5390-060
Middlesex,Old Bridge Township School District,Old Bridge High School,4209 ROUTE 516,MATAWAN,NJ,07747,,23-3845-040
Mercer,Lawrence Township Public School District,Slackwood Elementary School,2060 PRINCETON PIKE,LAWRENCEVILLE,NJ,08648,4324,21-2580-100
Cumberland,Vineland Public School District,Pauline J. Petway Elementary School,1115 SO  LINCOLN AVE,VINELAND,NJ,08361,6601,11-5390-270
Atlantic,Buena Regional School District,Buena Regional Middle School,175 WEYMOUTH RD,BUENA,NJ,08310,,01-0590-030
Essex,East Orange School District,George Washington Carver Institute,135 GLENWOOD AVENUE,EAST ORANGE,NJ,07017,4518,13-1210-060
Morris,Hanover Park Regional High School District,Hanover Park High School,63 MT  PLEASANT AVENUE,EAST HANOVER,NJ,07936,2601,27-1990-050
Morris,Roxbury Township School District,Franklin Elementary School,8 MEEKER STREET,SUCCASUNNA,NJ,07876,1419,27-4560-060
Atlantic,Atlantic City School District,Richmond Avenue School,4115 Ventnor Avenue,Atlantic City,NJ,08401,5860,01-0110-120
Sussex,Vernon Township School District,Walnut Ridge Primary School,625 ROUTE 517,VERNON,NJ,07462,0190,37-5360-050
Passaic,Paterson Public School District,"School Of Culinary Arts, Hospitality and Tourism",150 PARK AVENUE,PATERSON,NJ,07501,,31-4010-002
Middlesex,East Brunswick Township School District,Frost Elementary School,65 FROST AVENUE,EAST BRUNSWICK,NJ,08816,,23-1170-130
Somerset,Hillsborough Township Public School District,Woods Road Elementary School,120 South Woods Road,Hillsborough,NJ,08844,,35-2170-085
Somerset,Somerset County Educational Services Commission,Somerset Secondary Academy,7 Finderne Ave,Bridgewater,NJ,08807,,35-4805-050
Charters,Bridgeton Public Charter School,Bridgeton Public Charter School,790 East Commerce Ave,Bridgeton,NJ,08302,,80-6100-991
Charters,Camden's Promise Charter School,Camden's Promise Charter School,879 Beideman Ave,Camden,NJ,08105,,80-6107-998
Passaic,Paterson Public School District,School 8,35 CHADWICK STREET,PATERSON,NJ,07503,3107,31-4010-120
Camden,Cherry Hill School District,Woodcrest Elementary School,400 Cranford Dr.,CHERRY HILL,NJ,08003,3499,07-0800-130
Charters,Compass Academy Charter School,Compass Academy Charter School,23 West Chestnut Ave,Vineland,NJ,08360,,80-6089-976
Ocean,Point Pleasant Borough School District,Point Pleasant Borough High School,LAURA HERBERT DR,POINT PLEASANT,NJ,08742,,29-4210-030
Middlesex,New Brunswick School District,New Brunswick High School,1000 Somerset St,NEW BRUNSWICK,NJ,08901,3309,23-3530-050
Ocean,Central Regional School District,Central Regional Middle School,509 FOREST HILLS PARKWAY,BAYVILLE,NJ,08721,,29-0770-050
Mercer,Trenton Public School District,Gregory Elementary School,500 Rutherford Avenue,Trenton,NJ,08618,4459,21-5210-210
Morris,Jefferson Township Public School District,Milton Elementary School,52 SCHOOLHOUSE ROAD,OAK RIDGE,NJ,07438,9110,27-2380-050
Bergen,Wallington Boro School District,Wallington Junior Senior High School,234 MAIN AVE,WALLINGTON,NJ,07057,1523,03-5430-050
Ocean,Jackson Township School District,Lucy N. Holman Elementary School,125 Manhattan Street,Jackson,NJ,08527,3497,29-2360-046
Hudson,Jersey City Public Schools,Jotham W. Wakeman School,100 ST PAULS AVE,JERSEY CITY,NJ,07306,2208,17-2390-370
Middlesex,Jamesburg Public School District,Grace M. Breckwedel Middle School,13 AUGUSTA ST,JAMESBURG,NJ,08831,1457,23-2370-075
Union,Scotch Plains-Fanwood School District,Scotch Plains-Fanwood High School,667 WESTFIELD ROAD,SCOTCH PLAINS,NJ,07076,,39-4670-050
Hunterdon,Alexandria Township School District,Lester D. Wilson Elementary School,525 County Road 513,Pittstown,NJ,08867,9509,19-0020-010
Ocean,Toms River Regional School District,Cedar Grove Elementary School,179 CEDAR GROVE ROAD,TOMS RIVER,NJ,08753,4399,29-5190-065
Hunterdon,South Hunterdon Regional School District,Lambertville Public School,200 N. Main,Lambertville,NJ,08530,3210,19-1376-020
Hudson,West New York Board of Education,Public School Number One,6129 MADISON ST,WEST NEW YORK,NJ,07093,1512,17-5670-060
Passaic,Passaic City School District,Vincent Capuana School No. 15,374 Broadway,Passaic,NJ,07055,,31-3970-170
Union,Rahway Public School District,Rahway High School,1012 MADISON AVE,RAHWAY,NJ,07065,2003,39-4290-050
Hudson,Hoboken Public School District,Wallace Elementary School,1100 WILLOW AVENUE,HOBOKEN,NJ,07030,,17-2210-070
Camden,Eastern Camden County Regional School District,Eastern Regional High School,1401 LAUREL OAK ROAD,VOORHEES,NJ,08043,0995,07-1255-050
Burlington,Palmyra Public School District,Palmyra High School,5TH & WEART BOULEVARD,PALMYRA,NJ,08065,,05-3920-050
Camden,Mt. Ephraim School District,Raymond W. Kershaw School,125 SOUTH BLACK HORSE PIKE,MOUNT EPHRAIM,NJ,08059,1803,07-3420-020
Bergen,Dumont Public School District,Selzer Elementary\Middle School,435 PROSPECT AVE,DUMONT,NJ,07628,1417,03-1130-080
Essex,West Orange Public Schools,Kelly Elementary School,555 PLEASANT VALLEY WAY,W ORANGE,NJ,07052,2803,13-5680-150
Passaic,West Milford Township Public School District,Upper Greenwood Lake Elementary School,41 HENRY ROAD,HEWITT,NJ,07421,,31-5650-090
Bergen,Cresskill Public School District,Merritt Memorial,1 DOGWOOD LANE,CRESSKILL,NJ,07626,,03-0990-060
